1,0.3487356670666486,0.2752237500390038,0.2682562080444768,0.28452337509952486,0.2725764580536634
501,0.645642957999371,0.6562076660338789,0.6404357909923419,0.6509289579698816,0.6471165840048343
1001,1.038411209010519,1.0252237500390038,1.0474044580478221,1.0315618329914287,1.0155557919060811
1501,1.557938083074987,1.5765505000017583,1.6181314589921385,1.5312340409727767,1.4629676250042394
2001,1.89747600001283,1.8729710830375552,1.8733128749299794,2.0175598330097273,2.055103625054471
2501,2.4212007919559255,2.451967207947746,2.400616917060688,2.4789124999661,2.36914695892483
3001,2.9114372089970857,2.7868718340760097,2.841034417040646,2.840123916976154,2.8562986250035465
3501,3.7278708750382066,3.1502517090411857,3.254909750074148,3.0393963750684634,3.2555794999934733
4001,3.716509916004725,3.457947083050385,3.605760792037472,3.7856257499661297,3.4773769580060616
4501,4.089035541983321,4.164236415992491,3.822963415994309,3.902889790944755,4.244618874974549
5001,4.726761415950023,4.525432165944949,4.598051750101149,4.4377377920318395,4.416785457986407
5501,4.84973124996759,4.828029041993432,4.866537249996327,4.935274957912043,4.897778791026212
6001,5.228474834002554,5.195343500003219,5.256849666009657,5.360356958000921,5.53893366700504
6501,5.6755106250057,5.808608749997802,5.782046249951236,5.66335170797538,5.71885716705583
7001,6.406483083032072,6.338498999946751,6.412274124915712,6.5212217499502,6.151739707915112
7501,6.431426041992381,6.579577542026527,6.474495874950662,6.5214784579584375,6.493138832971454
8001,6.953272333019413,7.014656582963653,7.357036667061038,6.996006375062279,7.057488541002385
8501,7.509057708084583,7.711556000052951,7.861438833060674,7.385080292006023,7.351294958032668
9001,7.858992583001964,7.817679125000723,7.848651916952804,7.716677499935031,7.7478517920244485
9501,8.255118916044012,8.281183958053589,8.230993292061612,8.2670910829911,8.199456791975535
10001,8.710797499981709,8.698825791943818,9.067324250005186,8.694899625028484,8.573802083032206
