1,0.4906795419519767,0.28225899999961257,0.2717638340545818,0.2750662079779431,0.2665170000400394
501,0.8863602909259498,0.808797667035833,0.781107958056964,0.7659112080000341,0.7890874169534072
1001,1.4313440420664847,1.4209001249400899,1.4132632500259206,1.5637829169863835,1.5426406670594588
1501,2.324495708104223,2.357158500002697,2.2355261670891196,2.216335083008744,2.229685541940853
2001,3.294575082953088,3.4364857090404257,3.2855609580874443,3.3605290839914232,3.261257292004302
2501,4.44839824992232,4.532288208021782,4.501381375011988,4.511626542080194,4.539196292054839
3001,6.049163875053637,5.932996459072456,6.065027375007048,6.348127249977551,6.06533870799467
3501,8.182770083891228,7.8319383329944685,7.890311542083509,7.8516592079540715,7.8497472909512
4001,9.853482416947372,10.027562375064008,10.127189249964431,10.343335375073366,9.930377208045684
4501,12.253758333041333,12.467701457906514,11.99884950008709,11.754721166100353,12.105195375042967
5001,14.269615541910753,14.535050250007771,14.354529208038002,14.323373040999286,14.255665333010256
5501,15.318616542033851,15.151443167007528,16.194944958901033,16.408134458004497,17.293038458912633
6001,19.55975787504576,18.107096000108868,17.700608041952364,17.857237167074345,19.1458254159661
6501,22.72776341601275,21.262428499991074,21.081074957968667,22.55928225000389,23.530319791985676
7001,28.57053166697733,28.582154417061247,28.468641375075094,26.137205124949105,25.99906104092952
7501,28.679863209021278,29.577866790932603,30.629130249959417,28.83504983293824,28.173600125010125
8001,34.43092462501954,33.21330970805138,32.09122074989136,29.63266758294776,30.983513083076105
8501,33.12919316708576,33.96966075000819,35.1723691659281,34.27916475001257,34.15372233395465
9001,38.37622808292508,37.48384466697462,37.0588972910773,38.64194574998692,38.41108699992765
9501,40.828630707925186,42.693514083046466,40.05344091693405,42.110605916939676,42.869756749947555
10001,48.096539207967,48.84054829203524,49.895688125048764,53.184240666916594,48.42795158305671
